model_type,clf,parameters,accuracy,f1_score,auc-roc,p_at_5,p_at_10,p_at_20,%time
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 50, 'n_estimators': 10, 'subsample': 1.0}",0.9052533333333334,0.21271881231996456,0.6392753155954303,0.24533333333333332,0.216,0.1232,98.94623112678528
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1, 'subsample': 0.5}",0.9300533333333333,0.3447414439170622,0.8168546789698223,0.46453333333333335,0.396,0.2268,0.21299195289611816
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1, 'subsample': 1.0}",0.9311466666666667,0.3430025445292621,0.8207000019803361,0.4613333333333333,0.3944,0.2264,0.31809091567993164
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 10, 'subsample': 0.5}",0.93344,0.22048719550281076,0.8247064028131061,0.43466666666666665,0.31493333333333334,0.22213333333333332,4.703552007675171
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 10, 'subsample': 1.0}",0.9338133333333334,0.2455927051671733,0.8288603403722657,0.4437333333333333,0.32053333333333334,0.2248,2.6119911670684814
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 50, 'n_estimators': 1, 'subsample': 0.5}",0.8956266666666667,0.2391135303265941,0.5680475450509901,0.3157333333333333,0.2464,0.1232,5.4404542446136475
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 50, 'n_estimators': 1, 'subsample': 1.0}",0.8958666666666667,0.23982869379014993,0.5662683652446584,0.3184,0.2597333333333333,0.12986666666666666,10.327847242355347
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 50, 'n_estimators': 10, 'subsample': 0.5}",0.8777333333333334,0.20688462203770974,0.5943863412926109,0.2144,0.1904,0.1552,147.2027771472931
GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_split=1e-07, min_samples_leaf=1,
              min_samples_split=2, min_weight_fraction_leaf=0.0,
              n_estimators=10, presort='auto', random_state=None,
              subsample=1.0, verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 50, 'n_estimators': 10, 'subsample': 1.0}",0.8939733333333333,0.23714504988488103,0.5716066628751598,0.2869333333333333,0.20106666666666667,0.14906666666666665,86.76867318153381
LR,"LogisticRegression(C=1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l1'}",0.9324,0.02836335760827903,0.6497370898793242,0.14026666666666668,0.12613333333333332,0.11386666666666667,0.4412500858306885
LR,"LogisticRegression(C=1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l2'}",0.9324,0.02836335760827903,0.6493405284123138,0.1392,0.12506666666666666,0.11346666666666666,0.3271462917327881
LR,"LogisticRegression(C=1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l1'}",0.9324,0.02836335760827903,0.6494644819526622,0.13973333333333332,0.1256,0.1136,0.32547998428344727
LR,"LogisticRegression(C=1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l2'}",0.9324,0.02836335760827903,0.6493515814511632,0.1392,0.12506666666666666,0.11346666666666666,0.3200960159301758
BAG,"BaggingClassifier(base_estimator=None, bootstrap=True,
         bootstrap_features=False, max_features=1.0, max_samples=10,
         n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,
         verbose=0, warm_start=False)","{'max_samples': 10, 'n_estimators': 10}",0.93208,0.0,0.717889751127014,0.5722666666666667,0.28613333333333335,0.23426666666666668,1.0230817794799805
BAG,"BaggingClassifier(base_estimator=None, bootstrap=True,
         bootstrap_features=False, max_features=1.0, max_samples=10,
         n_estimators=100, n_jobs=-1, oob_score=False, random_state=None,
         verbose=0, warm_start=False)","{'max_samples': 10, 'n_estimators': 100}",0.93208,0.0,0.7681135465201681,0.35306666666666664,0.2688,0.20786666666666667,1.7058320045471191
